url,target,attitude
M7APfvFSZbU,0,1
tIM4I1TjXw0,1,1
LnLQXhRprcA,1,0
oiM4ySNQho8,1,1
FnraPBhJZq8,0,1
nxzXCLd6yME,1,1
hT3bP1s5-a8,3,2
fdiCO215NiM,0,1
cnwJ944-I5Q,0,1
LWh8lH5qxf8,3,2
vTuS09m6raY,3,2
qxbMHruxM_k,3,2
NYb9RQRm0i0,0,1
7KwZ3viyqfc,0,1
WcxrBHCC0Nw,1,1
0Vj7k4_L6bc,0,1
5ykYZEB5jnM,1,1
nkCPfaoz5yo,3,2
c7_C427tNb4,0,1
L1ZUtqnnP6o,3,1
J1nX3zsaBjs,3,1
tVl-lSVQ_E8,0,1
aNKejXVblHM,0,1
8IntL86w-qM,1,1
xLA6QJiUjdk,1,1
dnxalkCAeTs,3,1
1QXFsuKv0D0,1,1
EvIQUqx7KOw,1,1
mB4xyglk4ag,1,1
FUbX8-nz_00,0,1
79hWJdUibF0,1,1
2Otl3I_BTf0,1,1
FBN8kn9UTUY,3,2
I7LV_RJTHXk,1,1
gJECUR9dDsc,0,1
XYQc6KGdXV8,1,1
RSRquHcQF4k,3,2
EZYBqXguAQI,1,0
mBq-FvzOLHU,0,1
we-vpUYzDvk,1,1
qs9woVE10x0,1,1
xCDaqB1v9Jw,3,2
qrhYZfdk6ZI,3,2
gPuXPY7Ld0U,3,1
qRTxJfTblV8,3,1
JG4lLNoB0PI,3,2
mz-icDoUE9k,3,2
J_uKrq3uDOk,3,2
VI7bh3l1ujY,1,1
_raz-ETWZGg,1,1
xSmnsQPLfWU,1,1
Anpc7sgLtrY,3,2
bR7dYCbE0Qg,2,3
-E2BvMicEDo,3,2
51vhxEQow6c,1,1
nRqulNK4AU8,3,1
xTywBzAYGUk,3,2
iSxcexDeLr8,0,0
xvIznyWmZeE,1,0
wMaSTfmzOGQ,0,1
0J8Hr2WlXak,0,1
MQpUrJcUG8U,0,0
TkDKMZUbS3I,0,1
zYmfEuA143c,1,1
Bwy14UH9CXU,1,0
D5CmkVjgfmU,1,1
5Z4x_0a5VZI,3,1
S4y-cUr5CEg,1,1
-XRdf-3lO7w,3,1
